university_id,degree_level,major_name_en,major_name_cn,is_active,notes
44,bachelor,Bachelor of Arts / Bachelor of Laws,文学学士/法学学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Arts / Bachelor of Social Science,文学学士/社会科学学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Arts / Pathway to Teaching Primary,文学学士/教师教育衔接 小学教育,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Arts / Pathway to Teaching Secondary,文学学士/教师教育衔接 中学教育,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Arts/Bachelor of Laws (Honours),文学学士/法学 （荣誉）学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Business,商业学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Business (Applied Finance),商业 （应用 金融）学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Business (Business Analytics),商业 （商业分析）学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Business (Pathway to Teaching Secondary),商业 （教师教育衔接 中学教育）学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Business - Vietnam,商业（越南）学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Business / Bachelor of Laws,商业学士/法学学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Business LQT,商业 LQT学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Business/Bachelor of Laws (Honours),商业学士/法学 （荣誉）学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Communication,传播学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Communication - Vietnam,传播（越南）学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Communication / Bachelor of Business,传播学士/商业学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Communication / Bachelor of Creative Industries,传播学士/创意 产业学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Communication / Bachelor of International Studies,传播学士/国际研究学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Communication / Bachelor of Laws,传播学士/法学学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Communication/Bachelor of Laws (Honours),传播学士/法学 （荣誉）学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Computer Science,计算机科学学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Computer Science (Advanced),计算机科学 （高级）学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Computer Science (Cyber Security),计算机科学 （网络安全）学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Computer Science - Surabaya,计算机科学（泗水）学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Construction Management (Honours),建筑管理 （荣誉）学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Construction Management Advanced (Honours),建筑管理 高级 （荣誉）学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Construction Management Studies / Bachelor of Laws,建筑管理 研究学士/法学学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Construction Management Studies/Bachelor of Laws (Honours),建筑管理 研究学士/法学 （荣誉）学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Construction Technology,建筑 技术学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Creative Industries,创意 产业学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Creative Leadership,创意 领导力学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Criminal and Community Justice,刑事与社区司法学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Criminal and Community Justice / Bachelor of Laws,刑事与社区司法学士/法学学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Criminal and Community Justice / Bachelor of Social Work,刑事与社区司法学士/社会工作学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Criminal and Community Justice/Bachelor of Laws (Honours),刑事与社区司法学士/法学 （荣誉）学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Criminology,犯罪学学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Criminology / Bachelor of Laws,犯罪学学士/法学学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Criminology/Bachelor of Laws (Honours),犯罪学学士/法学 （荣誉）学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Cyber Security and Behaviour,网络安全 与 行为学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Data Science,数据科学学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Data Science - Surabaya,数据科学（泗水）学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Design (Visual Communication),设计 （视觉传达）学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Design / Bachelor of Creative Industries,设计学士/创意 产业学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Design and Technology,设计与技术学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Education (Early Childhood),教育 （幼儿教育）学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Education (Primary),教育 （小学教育）学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Education (Secondary),教育 （中学教育）学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Engineering (Advanced) (Honours),工程 （高级） （荣誉）学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Engineering (Honours),工程 （荣誉）学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Engineering Science,工程科学学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Graphic Design (Pathway to Teaching Secondary),平面设计 （教师教育衔接 中学教育）学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,"Bachelor of Health Science (Health Promotion, Health Services Management, Recreational Therapy, Public Health, or Clinical Sciences)",健康科学 （健康促进，医疗服务管理，康乐治疗，公共卫生，或 临床 科学）学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Health Science - Sport and Exercise Science,健康科学（体育与运动科学）学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Health and Physical Education,健康 与 体育教育学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Health and Physical Education (Pathway to Teaching Secondary),健康 与 体育教育 （教师教育衔接 中学教育）学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Humanitarian and Development Studies,人道主义与发展研究学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Industrial Design,工业设计学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Industrial Design (Honours),工业设计 （荣誉）学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Information Systems,信息系统学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Information Systems (Advanced),信息系统 （高级）学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Information Systems (Advanced) / Bachelor of Laws,信息系统 （高级）学士/法学学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Information Systems / Bachelor of Business,信息系统学士/商业学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Information Systems/ Bachelor of Laws,信息系统学士/法学学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Information Systems/Bachelor of Laws (Honours),信息系统学士/法学 （荣誉）学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Information and Communications Technology,信息与通信技术学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Information and Communications Technology (Advanced),信息与通信技术 （高级）学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Information and Communications Technology - Health Information Management,信息与通信技术（健康 信息 管理学）学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Information and Communications Technology - Surabaya,信息与通信技术（泗水）学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Information and Communications Technology / Bachelor of Business,信息与通信技术学士/商业学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Information and Communications Technology / Bachelor of Laws,信息与通信技术学士/法学学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Information and Communications Technology/Bachelor of Laws (Honours),信息与通信技术学士/法学 （荣誉）学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of International Studies,国际研究学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of International Studies / Bachelor of Business,国际研究学士/商业学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of International Studies / Bachelor of Laws,国际研究学士/法学学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
