university_id,degree_level,major_name_en,major_name_cn,is_active,notes
42,bachelor,Bachelor of Business (Honours),商业学士（荣誉）,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Commerce (Honours),商学学士（荣誉）,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Business / Bachelor of Behavioural Science (Psychology),商业学士 / 行为科学学士（心理学）,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Business / Bachelor of Commerce (Accounting),商业学士 / 商学学士（会计）,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Business / Bachelor of Communication,商业学士 / 传播学学士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Business / Bachelor of Creative Industries,商业学士 / 创意产业学士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Business / Bachelor of Criminology and Justice,商业学士 / 犯罪学与司法学士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Business / Bachelor of Design,商业学士 / 设计学士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Business / Bachelor of Science,商业学士 / 理学学士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Laws / Bachelor of Business,法学学士 / 商业学士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Laws / Bachelor of Commerce (Accounting),法学学士 / 商学学士（会计）,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Communication,传播学学士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Creative Industries,创意产业学士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Music,音乐学士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Creative Industries (Honours),创意产业学士（荣誉）,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Diploma in Creative Industries,创意产业文凭,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Design,设计学士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Education,教育学士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Education (Primary),小学教育学士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Education (Early Childhood),幼儿教育学士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Education (Secondary),中学教育学士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Education (Secondary) / Science,中学教育学士 / 理学学士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Undergraduate Certificate in Early Childhood Education,幼儿教育本科证书,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Engineering (Civil) (Honours),土木工程学士（荣誉）,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Engineering (Electrical and Electronic) (Honours),电气与电子工程学士（荣誉）,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Engineering (Mechanical) (Honours),机械工程学士（荣誉）,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Engineering (Mechatronic) (Honours),机电一体化工程学士（荣誉）,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Undergraduate Certificate in Engineering Design,工程设计本科证书,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Engineering (Mechanical) (Honours) / Master of Engineering,机械工程学士（荣誉）/ 工程硕士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Engineering (Civil) (Honours) / Master of Engineering,土木工程学士（荣誉）/ 工程硕士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Engineering (Mechatronic) (Honours) / Master of Engineering,机电一体化工程学士（荣誉）/ 工程硕士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Engineering (Electrical and Electronic) (Honours) / Master of Engineering,电气与电子工程学士（荣誉）/ 工程硕士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Environmental Management,环境管理学士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Environmental Science,环境科学学士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Undergraduate Certificate in Animal Ecology,动物生态学本科证书,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Diploma in Science and Technology,科学与技术文凭,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Criminology and Justice,犯罪学与司法学士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Laws,法学学士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Criminology and Justice (Honours),犯罪学与司法学士（荣誉）,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Diploma in Criminology and Justice,犯罪学与司法文凭,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Undergraduate Certificate in Legal Studies,法律研究本科证书,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Behavioural Science (Psychology) / Bachelor of Criminology and Justice,行为科学学士（心理学）/ 犯罪学与司法学士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Laws / Bachelor of Criminology and Justice,法学学士 / 犯罪学与司法学士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Laws / Bachelor of Environmental Management,法学学士 / 环境管理学士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Social Work / Bachelor of Criminology and Justice,社会工作学士 / 犯罪学与司法学士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Midwifery,助产学学士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Nursing Science,护理科学学士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Nursing Science (Graduate Entry),护理科学学士（研究生入学）,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Paramedicine,院前急救学学士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Behavioural Science (Psychology),行为科学学士（心理学）,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Counselling,咨询学学士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Psychology (Honours),心理学学士（荣誉）,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Social Work,社会工作学士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Behavioural Science (Psychology) / Bachelor of Counselling,行为科学学士（心理学）/ 咨询学学士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Animal Ecology,动物生态学学士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Engineering (Civil) (Honours) / Environmental Science,土木工程学士（荣誉）/ 环境科学学士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Clinical Exercise Physiology,临床运动生理学学士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Health Science,健康科学学士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Physiotherapy (Honours),物理治疗学学士（荣誉）,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Sport and Exercise Science,体育与运动科学学士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Computer Science,计算机科学学士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Bachelor of Information and Communications Technology,信息与通信技术学士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,bachelor,Undergraduate Certificate in IT Careers,信息技术职业发展本科证书,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,master,Graduate Certificate in Business Administration,工商管理研究生证书,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,master,Graduate Certificate in Business Intelligence and Analytics,商业智能与分析研究生证书,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,master,Graduate Certificate in Business Research,商业研究研究生证书,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,master,Graduate Certificate in Management,管理学研究生证书,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,master,Graduate Diploma in Business Administration,工商管理研究生文凭,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,master,Graduate Diploma in Business Intelligence and Analytics,商业智能与分析研究生文凭,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,master,Master of Business Administration (Extended),工商管理硕士（延伸）,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,master,Master of Business Administration / Master of Business Intelligence and Analytics,工商管理硕士 / 商业智能与分析硕士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,master,Master of Business Administration / Master of International Business,工商管理硕士 / 国际商务硕士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,master,Master of Business Administration MBA,工商管理硕士（MBA）,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,master,Master of Business Intelligence and Analytics,商业智能与分析硕士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,master,Master of International Business,国际商务硕士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,master,Master of Management,管理学硕士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,master,Master of Professional Accounting MPA,专业会计硕士（MPA）,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,master,Master of Business by Research,商业研究硕士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,master,Master of Arts,文学硕士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,master,Master of Creative Arts,创意艺术硕士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,master,Graduate Diploma of Education,教育学研究生文凭,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,master,Master of Civil Engineering,土木工程硕士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,master,Master of Mechanical Engineering,机械工程硕士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,master,Master of Renewable Energy Engineering,可再生能源工程硕士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,master,Master of Engineering Project Management,工程项目管理硕士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,master,Graduate Certificate in Cyber Forensics,网络取证研究生证书,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,master,Graduate Certificate in Cyber Security,网络安全研究生证书,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,master,Graduate Certificate in Data Science,数据科学研究生证书,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,master,Graduate Certificate in ICT,信息与通信技术研究生证书,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,master,Master of Cyber Security and Forensics,网络安全与取证硕士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,master,Master of Information and Communications Technology,信息与通信技术硕士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
42,master,Doctor of Philosophy,哲学博士,1,"Sources: https://www.unisc.edu.au/study/courses-and-programs (study area pages incl. business-and-commerce, law-and-criminology, technology, nursing-and-midwifery, etc.); captured 2026-01-19"
