university_id,major_name_en,major_name_cn,degree_level,is_active,notes
2683,Bachelor of Science (Honours) in Actuarial Studies and Insurance (BSc-AIN),精算与保险（荣誉理学士）,bachelor,1,https://msi.hsu.edu.hk/ain/programme-information/ | Source: Undergraduate Programmes by Schools (Admissions)
2683,Bachelor of Science (Honours) in Applied Computing (BSc-AC),应用计算（荣誉理学士）,bachelor,1,https://comp.hsu.edu.hk/en/computing-degree/ | Source: Undergraduate Programmes by Schools (Admissions)
2683,Bachelor of Science (Honours) in Business Analytics and Information Management (BSc-BAIM),商业分析与信息管理（荣誉理学士）,bachelor,1,https://scm.hsu.edu.hk/baim-msim/ | Source: Undergraduate Programmes by Schools (Admissions)
2683,Bachelor of Management Science and Information Management (Honours) (BMSIM),管理科学与信息管理（荣誉学士）,bachelor,1,https://scm.hsu.edu.hk/us/academics/bmsim | Source: Undergraduate Programmes by Schools (Admissions)
2683,Bachelor of Science (Honours) in Data Science and Business Intelligence (BSc-DSBI),数据科学与商业智能（荣誉理学士）,bachelor,1,https://msi.hsu.edu.hk/dsbi/programme-information/ | Source: Undergraduate Programmes by Schools (Admissions)
2683,Bachelor of Arts (Honours) in Art and Design (BA-AD),艺术与设计（荣誉文学士）,bachelor,1,https://aad.hsu.edu.hk/en/home/study-with-us-degree-programme/programme-ba-ad/ | Source: Undergraduate Programmes by Schools (Admissions)
2683,Bachelor of Arts (Honours) in Chinese (BA-CHI),中文（荣誉文学士）,bachelor,1,https://chi.hsu.edu.hk/programme/bachi/intro/ | Source: Undergraduate Programmes by Schools (Admissions)
2683,Bachelor of Arts (Honours) in Cultural and Creative Industries (BA-CCI),文化与创意产业（荣誉文学士）,bachelor,1,https://aad.hsu.edu.hk/en/home/study-with-us-degree-programme/programme-ba-cci/ | Source: Undergraduate Programmes by Schools (Admissions)
2683,Bachelor of Arts (Honours) in English (BA-ENG),英语（荣誉文学士）,bachelor,1,https://eng.hsu.edu.hk/programme-information/ | Source: Undergraduate Programmes by Schools (Admissions)
2683,Bachelor of Arts (Honours) in Psychology (BA-PSY),心理学（荣誉文学士）,bachelor,1,https://ssc-psy.hsu.edu.hk/en/ | Source: Undergraduate Programmes by Schools (Admissions)
2683,Bachelor of Social Sciences (Honours) in Asian Studies (BSocSc-AS),亚洲研究（荣誉社会科学学士）,bachelor,1,https://ssc-as.hsu.edu.hk/en/home/ | Source: Undergraduate Programmes by Schools (Admissions)
2683,"Bachelor of Social Sciences (Honours) in Philosophy, Politics and Economics (BSocSc-PPE)",哲学、政治与经济学（PPE）（荣誉社会科学学士）,bachelor,1,https://ssc-ppe.hsu.edu.hk/en/ | Source: Undergraduate Programmes by Schools (Admissions)
2683,Bachelor of Translation with Business (Honours) (BTB),商务翻译（荣誉学士）,bachelor,1,https://stfl.hsu.edu.hk/en/programmes/bachelor-of-translation-with-business-btb/programme-objectives/ | Source: Undergraduate Programmes by Schools (Admissions)
2683,Bachelor of Business Administration (Honours) in Supply Chain Management (BBA-SCM) — Air Transport stream,供应链管理（荣誉工商管理学士）— 航空运输方向,bachelor,1,https://admission.hsu.edu.hk/programmes/by-schools/ | Stream listed for Year 3-4 (Admissions)
2683,Bachelor of Business Administration (Honours) in Supply Chain Management (BBA-SCM) — Business Logistics stream,供应链管理（荣誉工商管理学士）— 商业物流方向,bachelor,1,https://admission.hsu.edu.hk/programmes/by-schools/ | Stream listed for Year 3-4 (Admissions)
2683,Bachelor of Journalism and Communication (Honours) (BJC) — Business Journalism concentration,新闻与传播（荣誉学士）— 商业新闻方向,bachelor,1,https://admission.hsu.edu.hk/programmes/by-schools/ | Concentration listed for Year 3-4 (Admissions)
2683,Bachelor of Journalism and Communication (Honours) (BJC) — Corporate Communication concentration,新闻与传播（荣誉学士）— 企业传播方向,bachelor,1,https://admission.hsu.edu.hk/programmes/by-schools/ | Concentration listed for Year 3-4 (Admissions)
2683,Master of Business Administration (in Chinese) (MBA (Chinese)),工商管理硕士（中文授课）,master,1,https://sbus.hsu.edu.hk/programmes/postgraduate-programmes/master-of-business-administration-in-chinese/ | Source: Graduate School 'Programmes on Offer'
2683,Master of Business Management (MBM),商业管理硕士,master,1,https://sbus.hsu.edu.hk/programmes/postgraduate-programmes/master-of-business-management/ | Source: Graduate School 'Programmes on Offer'
2683,Master of Science in Entrepreneurial Management (MSc-EM),创业管理理学硕士,master,1,https://sbus.hsu.edu.hk/programmes/postgraduate-programmes/master-of-science-in-entrepreneurial-management/ | Source: Graduate School 'Programmes on Offer'
2683,Master of Arts in Digital Media for Online Communication (MA-DMOC),线上传播数字媒体文学硕士,master,1,https://scom.hsu.edu.hk/en/master-of-arts-in-digital-media-for-online-communication/ | Source: Graduate School 'Programmes on Offer'
2683,Master of Arts in Entertainment Media Management and Communication (MA-EMMC),娱乐媒体管理与传播文学硕士,master,1,https://scom.hsu.edu.hk/en/master-of-arts-in-entertainment-media-management-and-communication/ | Source: Graduate School 'Programmes on Offer'
2683,Master of Arts in Strategic Communication (MA-SC),战略传播文学硕士,master,1,https://scom.hsu.edu.hk/en/master-of-arts-strategic-communication/ | Source: Graduate School 'Programmes on Offer'
2683,Doctor of Decision Analytics (DDA),决策分析博士,master,1,https://dda.hsu.edu.hk/ | Source: Graduate School 'Programmes on Offer'
2683,Master of Science in Insurance (MSc-INS),保险学理学硕士,master,1,https://msi.hsu.edu.hk/ins/ | Source: Graduate School 'Programmes on Offer'
2683,Master of Science in Data Science and Artificial Intelligence (MSc-DSAI),数据科学与人工智能理学硕士,master,1,https://dsai.hsu.edu.hk/en/master-degree/ | Source: Graduate School 'Programmes on Offer'
2683,Master of Science in Digital Innovation and Technology Management (MSc-DITM),数字创新与科技管理理学硕士,master,1,https://scm.hsu.edu.hk/mscditm/ | Source: Graduate School 'Programmes on Offer'
2683,Master of Science in Global Supply Chain Management (MSc-GSCM),环球供应链管理理学硕士,master,1,https://gscm.hsu.edu.hk/ | Source: Graduate School 'Programmes on Offer'
2683,Master of Science in Risk Analytics (MSc-RA),风险分析理学硕士,master,1,https://ra.hsu.edu.hk/en/ | Source: Graduate School 'Programmes on Offer'
2683,Master of Arts in Art Business (MA-AB),艺术商业文学硕士,master,1,https://aad.hsu.edu.hk/en/home/study-with-us-degree-programme/master-of-arts-in-art-business-ma-ab/ | Source: Graduate School 'Programmes on Offer'
2683,Master of Arts in Creative Humanities (MA-CH),创意人文学文学硕士,master,1,https://programme.hsu.edu.hk/hk/mach/ | Source: Graduate School 'Programmes on Offer'
2683,Master of Arts in Chinese (MA-CHI),中文文学硕士,master,1,https://machi.hsu.edu.hk/ | Source: Graduate School 'Programmes on Offer'
2683,Master of Arts in Cultural Heritage Management (MA-CHM),文化遗产管理文学硕士,master,1,https://aad.hsu.edu.hk/en/home/study-with-us-degree-programme/master-of-arts-in-cultural-heritage-management-ma-chm/ | Source: Graduate School 'Programmes on Offer'
2683,Master of Arts in English Language Teaching and Assessment (MA-ELTA),英语教学与评估文学硕士,master,1,https://elta.hsu.edu.hk/en/home/ | Source: Graduate School 'Programmes on Offer'
2683,Master of Arts in Global English Literary and Cultural Studies (MA-GELCS),全球英语文学与文化研究文学硕士,master,1,https://gelcs.hsu.edu.hk/en/home/ | Source: Graduate School 'Programmes on Offer'
2683,Master of Arts in Theatre Studies (MA-TS),戏剧研究文学硕士,master,1,https://mats.hsu.edu.hk/en/home/ | Source: Graduate School 'Programmes on Offer'
2683,Master of Social Sciences in Public Policy and Risk Governance (MSocSc-PPRG),公共政策与风险治理社会科学硕士,master,1,https://ssc-pprg.hsu.edu.hk/ | Source: Graduate School 'Programmes on Offer'
2683,Master of Social Sciences in Social Sustainability (MSocSc-SS),社会可持续发展社会科学硕士,master,1,https://programme.hsu.edu.hk/en/ss/ | Source: Graduate School 'Programmes on Offer'
2683,Master of Arts in Translation (Business and Legal) (MA-TBL),翻译学文学硕士（商务与法律）,master,1,https://stfl.hsu.edu.hk/en/programmes/master-of-arts-in-translation-business-and-legal-ma-tbl/programme-objectives/ | Source: Graduate School 'Programmes on Offer'
2683,Master of Arts in Translation (Computer-Aided Translation) (MA-TCAT),翻译学文学硕士（计算机辅助翻译）,master,1,https://stfl.hsu.edu.hk/en/programmes/master-of-arts-in-translation-computer-aided-translation-ma-tcat/programme-objectives/ | Source: Graduate School 'Programmes on Offer'
2683,Executive Master of Science in Insurance (EMSC-INS),保险学高级理学硕士,master,1,https://www.hsu.edu.hk/en/about-hsuhk/facts-and-figures/undergraduate-and-postgraduate-programmes/ | Listed in HSUHK Facts & Figures; admission/offer may be handled separately from Graduate School list
